displayName,Position,BaseSalary,SigningBonus,RosterBonus,OptionBonus,WorkoutBonus,RestructuringBonus,Misc.,DeadCap,CapHit,CapPercentage,Team,TeamBaseSalary,TeamSigningBonus,TeamCapHit,TeamPercentageOfCapUsed
Yannick Ngakoue,DE,"$735,101 ","$214,044 ",-,-,-,-,-,"($428,088)","$949,145 ",0.46,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
Dawuane Smoot,DE,"$640,250 ","$241,040 ",-,-,-,-,-,"($723,120)","$881,290 ",0.43,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
DJ Chark,WR,"$480,000 ","$328,587 ",-,-,-,-,-,"($1,779,732)","$808,587 ",0.39,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
Tommy Bohanon,FB,"$790,000 ",-,-,-,-,-,-,"($790,000)","$790,000 ",0.39,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
Cody Kessler,QB,"$758,098 ",-,-,-,-,-,-,-,"$758,098 ",0.37,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
Dede Westbrook,WR,"$555,000 ","$169,039 ",-,-,-,-,-,"($507,117)","$724,039 ",0.35,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
James O'Shaughnessy,TE,"$705,000 ",-,-,-,"$9,000 ",-,-,"($9,000)","$714,000 ",0.35,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
Tyler Patmon,CB,"$705,000 ",-,-,-,-,-,-,-,"$705,000 ",0.34,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
Jarrod Wilson,S,"$630,000 ","$1,668 ",-,-,-,-,-,"($1,668)","$631,668 ",0.31,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
Chris Reed,T,"$630,000 ",-,-,-,-,-,-,-,"$630,000 ",0.31,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
Blair Brown,OLB,"$555,000 ","$73,678 ",-,-,-,-,-,"($221,037)","$628,678 ",0.31,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
Keelan Cole,WR,"$555,000 ","$1,333 ",-,-,-,-,-,"($2,667)","$556,333 ",0.27,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
Eli Ankou,DT,"$555,000 ",-,-,-,-,-,-,-,"$555,000 ",0.27,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
Logan Cooke,P,"$480,000 ","$17,905 ",-,-,-,-,-,"($71,623)","$497,905 ",0.24,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
Ereck Flowers,RT,"$497,647 ",-,-,-,-,-,-,-,"$497,647 ",0.24,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
Tre Herndon,CB,"$480,000 ","$1,666 ",-,-,-,-,-,"($17,700)","$481,666 ",0.23,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
Donald Payne,ILB,"$461,294 ",-,-,-,-,-,-,-,"$461,294 ",0.23,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
Blake Bell,TE,"$456,176 ",-,-,-,-,-,-,-,"$456,176 ",0.22,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
Rashad Greene,WR,"$456,176 ",-,-,-,-,-,-,-,"$456,176 ",0.22,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
Matt Overton,LS,"$557,647 ",-,-,-,-,-,-,-,"$444,706 ",0.22,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
Quenton Meeks,CB,"$367,059 ",-,-,-,-,-,-,-,"$367,058 ",0.18,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
David Williams,RB,"$338,824 ",-,-,-,-,-,-,-,"$338,823 ",0.17,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
Patrick Omameh,G,"$325,294 ",-,-,-,-,-,-,-,"$325,294 ",0.16,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
Nick Deluca,ILB,"$282,350 ",-,-,-,-,-,-,-,"$282,350 ",0.14,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
Ben Koyack,TE,"$259,413 ",-,-,-,-,-,-,-,"$259,413 ",0.13,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
Corey Robinson,LT,"$248,824 ",-,-,-,-,-,-,-,"$248,823 ",0.12,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
C.J. Reavis,S,"$141,175 ",-,-,-,-,-,-,-,"$141,175 ",0.07,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
Kai Forbath,K,"$139,412 ",-,-,-,-,-,-,-,"$139,411 ",0.07,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
Lyndon Johnson,DE,"$84,705 ",-,-,-,-,-,-,-,"$84,705 ",0.04,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
Breon Borders,CB,"$32,647 ",-,-,-,-,-,-,-,"$32,647 ",0.02,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
Brandon Thomas,G,"$32,647 ",-,-,-,-,-,-,-,"$32,647 ",0.02,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
Dimitri Flowers,FB,"$28,235 ",-,-,-,-,-,-,-,"$28,235 ",0.01,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
Tanner Lee,QB,"$28,235 ",-,-,-,-,-,-,-,"$28,235 ",0.01,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
Brandon Linder,C,"$9,000,000 ",-,"$281,250 ",-,-,-,-,"($9,000,000)","$9,281,250 ",4.53,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
(Knee),,,,,,,,,,,,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
Jermey Parnell,RT,"$4,000,000 ",-,"$1,000,000 ",-,-,-,-,"($5,000,000)","$5,000,000 ",2.44,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
(Knee),,,,,,,,,,,,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
Andrew Norwell,G,"$2,000,000 ","$3,000,000 ",-,-,-,-,-,"($30,000,000)","$5,000,000 ",2.44,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
(Ankle),,,,,,,,,,,,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
Marqise Lee,WR,"$2,250,000 ","$1,750,000 ","$656,250 ",-,-,-,-,"($16,500,000)","$4,656,250 ",2.27,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
(Knee-acl),,,,,,,,,,,,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
Austin Seferian-Jenkins,TE,"$790,000 ","$1,605,000 ","$156,250 ","$250,000 ","$250,000 ",-,-,"($4,750,000)","$3,051,250 ",1.49,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
(Abdominal),,,,,,,,,,,,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
Corey Grant,RB,"$2,914,000 ",-,-,-,-,-,-,-,"$2,914,000 ",1.42,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
(Foot),,,,,,,,,,,,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
Cam Robinson,LT,"$784,007 ","$811,029 ",-,-,-,-,-,"($4,029,645)","$1,595,036 ",0.78,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
(Knee-acl),,,,,,,,,,,,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
Carson Tinker,LS,"$800,000 ",-,-,-,"$25,000 ",-,-,"($825,000)","$825,000 ",0.4,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
(Knee),,,,,,,,,,,,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
Josh Wells,LT,"$705,000 ","$37,500 ","$37,500 ",-,"$25,000 ",-,-,"($62,500)","$805,000 ",0.39,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
(Concussion),,,,,,,,,,,,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
Josh Lambo,K,"$689,000 ",-,-,-,-,-,-,-,"$689,000 ",0.34,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
(Groin),,,,,,,,,,,,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
Ronnie Harrison,SS,"$473,118 ","$200,758 ",-,-,-,-,-,"($803,032)","$673,876 ",0.33,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
(Kidney),,,,,,,,,,,,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
Josh Walker,G,"$657,000 ",-,-,-,-,-,-,-,"$657,000 ",0.32,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
(Foot),,,,,,,,,,,,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
Will Richardson,T,"$404,282 ","$150,698 ",-,-,-,-,-,"($602,792)","$554,980 ",0.27,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
(Knee),,,,,,,,,,,,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
Leon Jacobs,OLB,"$459,346 ","$22,670 ",-,-,-,-,-,"($90,681)","$482,016 ",0.24,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
(Quad),,,,,,,,,,,,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
Jaydon Mickens,WR,"$440,470 ",-,-,-,-,-,-,-,"$440,470 ",0.21,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
(Ankle),,,,,,,,,,,,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
Michael Hughes,DT,"$363,000 ","$1,666 ",-,-,-,-,-,"($5,000)","$364,666 ",0.18,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
(Undisclosed),,,,,,,,,,,,Jacksonville Jaguars,"$103,703,023 ","$31,539,218 ","$140,722,671 ",68.66
Justin Houston,OLB,"$14,750,000 ","$4,100,000 ",-,-,"$250,000 ","$1,500,000 ",-,"($12,950,000)","$20,600,000 ",11.46,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Eric Fisher,LT,"$11,150,000 ","$2,550,000 ",-,-,"$250,000 ",-,-,"($22,184,046)","$13,950,000 ",7.76,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Eric Berry,SS,"$8,900,000 ","$4,000,000 ",-,-,"$100,000 ",-,-,"($28,850,000)","$13,000,000 ",7.23,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Travis Kelce,TE,"$6,800,000 ","$1,968,400 ","$1,000,000 ",-,"$250,000 ",-,-,"($12,705,200)","$10,018,400 ",5.57,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Dee Ford,OLB,"$8,718,000 ",-,-,-,-,-,-,"($8,718,000)","$8,718,000 ",4.85,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Allen Bailey,DE,"$5,400,000 ","$2,000,000 ","$500,000 ",-,"$100,000 ",-,-,"($2,100,000)","$8,000,000 ",4.45,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Sammy Watkins,WR,"$790,000 ","$7,000,000 ",-,-,"$10,000 ",-,-,"($30,010,000)","$7,800,000 ",4.34,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Mitchell Schwartz,RT,"$5,700,000 ","$1,400,000 ","$500,000 ",-,"$100,000 ",-,-,"($6,640,000)","$7,700,000 ",4.28,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Daniel Sorensen,FS,"$3,650,000 ","$1,000,000 ","$43,750 ",-,"$50,000 ",-,"$500,000 ","($3,050,000)","$5,243,750 ",2.92,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Patrick Mahomes,QB,"$555,000 ","$2,521,506 ","$656,635 ",-,-,-,-,"($13,439,330)","$3,733,141 ",2.08,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Anthony Hitchens,ILB,"$790,000 ","$2,800,000 ",-,-,"$10,000 ",-,-,"($21,300,000)","$3,600,000 ",2,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Chad Henne,QB,"$1,015,000 ","$1,550,000 ",-,-,"$35,000 ",-,-,"($5,150,000)","$2,600,000 ",1.45,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Cameron Erving,G,"$705,000 ","$1,431,666 ",-,-,-,-,-,"($5,000,000)","$2,136,666 ",1.19,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Xavier Williams,DT,"$705,000 ","$875,000 ","$500,000 ",-,"$45,000 ",-,-,"($2,500,000)","$2,125,000 ",1.18,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Demetrius Harris,TE,"$1,750,000 ","$188,235 ","$108,824 ",-,"$50,000 ",-,-,"($450,000)","$2,097,059 ",1.17,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Chris Conley,WR,"$1,882,000 ","$178,110 ",-,-,"$25,000 ",-,-,"($203,110)","$2,085,110 ",1.16,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Steven Nelson,CB,"$1,897,000 ","$145,488 ",-,-,"$10,000 ",-,-,"($155,488)","$2,052,488 ",1.14,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Anthony Sherman,FB,"$2,000,000 ",-,-,-,-,-,-,-,"$2,000,000 ",1.11,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Spencer Ware,RB,"$725,000 ","$333,334 ","$812,500 ",-,"$50,000 ",-,-,"($383,334)","$1,920,834 ",1.07,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Damien Williams,RB,"$790,000 ","$593,333 ","$300,000 ",-,"$50,000 ",-,-,-,"$1,733,333 ",0.96,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Dustin Colquitt,P,"$1,015,000 ","$650,000 ",-,-,"$35,000 ",-,-,"($3,000,000)","$1,700,000 ",0.95,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Chris Jones,DE,"$916,476 ","$682,950 ",-,-,"$100,000 ",-,-,"($1,465,901)","$1,699,426 ",0.95,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Mitch Morse,C,"$1,047,239 ","$414,651 ",-,-,"$25,000 ",-,-,"($439,651)","$1,486,890 ",0.83,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Orlando Scandrick,CB,"$915,000 ",-,"$500,000 ",-,-,-,-,-,"$1,415,000 ",0.79,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Breeland Speaks,LB,"$480,000 ","$629,184 ",-,-,-,-,-,"($3,754,032)","$1,109,184 ",0.62,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Tanoh Kpassagnon,DE,"$636,419 ","$320,676 ",-,-,"$25,000 ",-,-,"($1,542,031)","$982,095 ",0.55,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Reggie Ragland,ILB,"$931,034 ",-,-,-,"$50,000 ",-,-,"($50,000)","$981,034 ",0.55,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Austin Reiter,C,"$630,000 ","$333,333 ",-,-,-,-,-,"($1,000,000)","$963,333 ",0.54,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
James Winchester,LS,"$720,000 ",-,-,-,"$10,000 ","$100,000 ",-,"($410,000)","$830,000 ",0.46,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Eric Murray,SS,"$630,000 ","$149,950 ",-,-,"$9,000 ",-,-,"($308,903)","$788,950 ",0.44,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Demarcus Robinson,WR,"$630,000 ","$129,293 ",-,-,"$9,000 ",-,-,"($267,586)","$768,293 ",0.43,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Derrick Nnadi,DT,"$480,000 ","$239,850 ",-,-,-,-,-,"($959,400)","$719,850 ",0.4,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Tyreek Hill,WR,"$630,000 ","$17,500 ","$48,496 ",-,"$9,000 ",-,-,"($44,000)","$704,996 ",0.39,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Dorian O'Daniel,DE,"$480,000 ","$190,379 ",-,-,-,-,-,"($761,516)","$670,379 ",0.37,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Kendall Fuller,CB,"$647,500 ",-,-,-,-,-,-,-,"$647,500 ",0.36,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Jordan Lucas,S,"$630,000 ",-,-,-,-,-,-,-,"$630,000 ",0.35,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Harrison Butker,K,"$555,000 ",-,-,-,-,-,-,-,"$555,000 ",0.31,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Justin Hamilton,DT,"$555,000 ",-,-,-,-,-,-,-,"$555,000 ",0.31,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Tremon Smith,CB,"$480,000 ","$38,451 ",-,-,-,-,-,"($153,804)","$518,451 ",0.29,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Kahlil McKenzie,G,"$480,000 ","$37,736 ",-,-,-,-,-,"($150,945)","$517,736 ",0.29,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Jeff Allen,G,"$511,176 ",-,-,-,-,-,-,-,"$511,176 ",0.28,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Darrel Williams,RB,"$480,000 ","$5,000 ",-,-,-,-,-,"($30,000)","$485,000 ",0.27,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Ben Niemann,LB,"$480,000 ","$2,000 ",-,-,-,-,-,"($6,000)","$482,000 ",0.27,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Marcus Kemp,WR,"$480,000 ",-,-,-,-,-,-,-,"$480,000 ",0.27,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Charvarius Ward,CB,"$480,000 ",-,-,-,-,-,-,-,"$480,000 ",0.27,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Andrew Wylie,G,"$480,000 ",-,-,-,-,-,-,-,"$480,000 ",0.27,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Frank Zombo,OLB,"$557,647 ",-,-,-,-,-,-,-,"$444,706 ",0.25,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Kelvin Benjamin,WR,"$352,941 ",-,-,-,-,-,-,-,"$352,941 ",0.2,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Jimmy Murray,C,"$282,350 ",-,-,-,-,-,-,-,"$282,350 ",0.16,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Deon Yelder,TE,"$282,350 ",-,-,-,-,-,-,-,"$282,350 ",0.16,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Gehrig Dieter,WR,"$169,412 ",-,-,-,-,-,-,-,"$169,412 ",0.09,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Charcandrick West,RB,"$148,235 ",-,-,-,-,-,-,-,"$148,235 ",0.08,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Laurent Duvernay-Tardif,G,"$3,310,000 ","$2,000,000 ",-,-,"$50,000 ",-,-,"($13,613,000)","$5,360,000 ",2.98,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
(Leg),,,,,,,,,,,,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Jordan Devey,G,"$790,000 ","$90,000 ",-,-,-,-,-,"($90,000)","$720,000 ",0.4,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
(Pectoral),,,,,,,,,,,,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Terrance Smith,ILB,"$630,000 ",-,-,-,-,-,-,-,"$630,000 ",0.35,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
(Knee),,,,,,,,,,,,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Armani Watts,S,"$397,399 ","$158,058 ",-,-,-,-,-,"($632,235)","$555,457 ",0.31,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
(Undisclosed),,,,,,,,,,,,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
De'Anthony Thomas,WR,"$790,000 ","$90,000 ",-,-,-,-,-,"($90,000)","$552,706 ",0.31,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
(Leg),,,,,,,,,,,,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Alex Ellis,TE,"$419,647 ",-,-,-,-,-,-,-,"$419,646 ",0.23,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
(Undisclosed),,,,,,,,,,,,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Dillon Gordon,TE,"$378,000 ",-,-,-,-,-,-,-,"$378,000 ",0.21,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
(Shoulder),,,,,,,,,,,,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Byron Pringle,WR,"$363,000 ","$5,000 ",-,-,-,-,-,"($15,000)","$368,000 ",0.2,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
(Undisclosed),,,,,,,,,,,,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
J.D. Moore,RB,"$363,000 ","$1,666 ",-,-,-,-,-,"($5,000)","$364,666 ",0.2,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
(Undisclosed),,,,,,,,,,,,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Step Durham,S,"$363,000 ",-,-,-,-,-,-,-,"$363,000 ",0.2,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
(Undisclosed),,,,,,,,,,,,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Tejan Koroma,C,"$363,000 ",-,-,-,-,-,-,-,"$363,000 ",0.2,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
(Knee),,,,,,,,,,,,Kansas City Chiefs,"$96,864,779 ","$38,476,025 ","$143,955,068 ",80.06
Philip Rivers,QB,"$10,000,000 ","$4,500,000 ","$5,000,000 ",-,-,"$2,500,000 ",-,"($19,000,000)","$22,000,000 ",12.23,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Russell Okung,LT,"$12,000,000 ","$2,500,000 ","$468,750 ",-,-,-,-,"($19,500,000)","$14,968,750 ",8.32,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Melvin Ingram,DE,"$11,250,000 ","$2,625,000 ",-,-,-,-,-,"($19,125,000)","$13,875,000 ",7.72,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Keenan Allen,WR,"$7,500,000 ","$1,900,000 ",-,-,"$250,000 ",-,-,"($5,950,000)","$9,650,000 ",5.37,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Joey Bosa,DE,"$630,000 ","$4,254,306 ","$2,172,153 ",-,-,-,-,"($15,288,995)","$7,056,459 ",3.92,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Travis Benjamin,WR,"$5,750,000 ","$1,250,000 ",-,-,-,-,-,"($2,500,000)","$7,000,000 ",3.89,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Casey Hayward,CB,"$4,000,000 ","$2,833,334 ",-,-,-,-,-,"($20,833,334)","$6,833,334 ",3.8,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Mike Pouncey,C,"$5,000,000 ","$1,250,000 ",-,-,-,-,-,"($10,000,000)","$6,250,000 ",3.48,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Jahleel Addae,SS,"$4,500,000 ","$500,000 ","$500,000 ",-,-,-,-,"($4,000,000)","$5,500,000 ",3.06,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Brandon Mebane,DT,"$4,500,000 ","$1,000,000 ",-,-,-,-,-,"($1,000,000)","$5,500,000 ",3.06,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Mike Williams,WR,"$1,362,724 ","$3,125,896 ",-,-,-,-,-,"($9,377,688)","$4,488,620 ",2.5,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
