displayName,Position,BaseSalary,SigningBonus,RosterBonus,OptionBonus,WorkoutBonus,RestructuringBonus,Misc.,DeadCap,CapHit,CapPercentage,Team,TeamBaseSalary,TeamSigningBonus,TeamCapHit,TeamPercentageOfCapUsed
(Groin),,,,,,,,,,,,Atlanta Falcons,"$97,467,616 ","$34,590,391 ","$141,338,061 ",79.26
Josh Harris,LS,"$1,205,000 ","$100,000 ",-,-,-,-,-,"($1,455,000)","$1,305,000 ",0.73,Atlanta Falcons,"$97,467,616 ","$34,590,391 ","$141,338,061 ",79.26
(Hip),,,,,,,,,,,,Atlanta Falcons,"$97,467,616 ","$34,590,391 ","$141,338,061 ",79.26
Ito Smith,RB,"$466,229 ","$155,218 ",-,-,-,-,-,"($620,875)","$621,447 ",0.35,Atlanta Falcons,"$97,467,616 ","$34,590,391 ","$141,338,061 ",79.26
(Knee),,,,,,,,,,,,Atlanta Falcons,"$97,467,616 ","$34,590,391 ","$141,338,061 ",79.26
Joe Flacco,QB,"$12,000,000 ","$8,000,000 ",-,"$4,750,000 ",-,-,-,"($40,750,000)","$24,750,000 ",13.71,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Jimmy Smith,CB,"$7,494,118 ","$1,988,235 ",-,-,-,"$3,750,687 ",-,"($12,701,370)","$13,233,040 ",7.33,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Marshal Yanda,G,"$7,000,000 ","$1,800,000 ",-,-,-,"$1,325,220 ",-,"($11,450,442)","$10,125,220 ",5.61,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
C.J. Mosley,ILB,"$8,718,000 ",-,-,-,-,-,-,"($8,718,000)","$8,718,000 ",4.83,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Eric Weddle,FS,"$6,500,000 ","$1,750,000 ",-,-,-,-,-,"($10,000,000)","$8,250,000 ",4.57,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Brandon Carr,CB,"$4,500,000 ","$1,000,000 ","$1,500,000 ",-,-,-,-,"($9,000,000)","$7,000,000 ",3.88,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Terrell Suggs,OLB,"$4,000,000 ","$2,200,000 ",-,-,-,"$750,000 ",-,"($6,950,000)","$6,950,000 ",3.85,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Brandon Williams,DT,"$1,000,000 ","$2,500,000 ",-,-,-,"$2,420,000 ",-,"($20,680,000)","$5,920,000 ",3.28,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Tony Jefferson,SS,"$1,000,000 ","$2,500,000 ",-,-,-,"$2,156,666 ",-,"($14,480,000)","$5,656,666 ",3.13,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Ronnie Stanley,LT,"$2,312,212 ","$3,274,423 ",-,-,-,-,-,"($12,104,379)","$5,586,635 ",3.1,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Justin Tucker,K,"$2,950,000 ","$1,500,000 ",-,-,-,"$596,666 ",-,"($7,143,334)","$5,046,666 ",2.8,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
John Brown,WR,"$1,000,000 ","$4,000,000 ",-,-,-,-,-,"($5,000,000)","$5,000,000 ",2.77,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Sam Koch,P,"$2,750,000 ","$800,000 ",-,-,-,-,-,"($4,350,000)","$3,550,000 ",1.97,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Michael Crabtree,WR,"$1,000,000 ","$2,333,333 ",-,-,-,-,-,"($8,000,000)","$3,333,333 ",1.85,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Marlon Humphrey,CB,"$1,003,522 ","$1,689,087 ",-,-,-,-,-,"($9,693,392)","$2,692,609 ",1.49,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
James Hurst,RT,"$1,000,000 ","$1,250,000 ",-,-,-,-,-,"($6,000,000)","$2,250,000 ",1.25,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Za'Darius Smith,OLB,"$1,907,000 ","$120,788 ",-,-,-,-,-,"($1,207,881)","$2,027,788 ",1.12,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Hayden Hurst,TE,"$480,000 ","$1,526,550 ",-,-,-,-,-,"($8,571,114)","$2,006,550 ",1.11,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Willie Snead,WR,"$1,000,000 ","$1,000,000 ",-,-,-,-,-,"($3,000,000)","$2,000,000 ",1.11,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Lamar Jackson,QB,"$480,000 ","$1,242,117 ",-,-,-,-,-,"($7,575,059)","$1,722,117 ",0.95,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Anthony Levine,ILB,"$1,400,000 ","$133,333 ",-,-,-,-,-,"($1,666,667)","$1,533,333 ",0.85,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Maxx Williams,TE,"$987,646 ","$301,863 ",-,-,-,-,-,"($301,863)","$1,289,509 ",0.71,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Tyus Bowser,OLB,"$718,437 ","$548,747 ",-,-,-,-,-,"($2,364,678)","$1,267,184 ",0.7,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Morgan Cox,LS,"$1,000,000 ","$140,000 ",-,-,-,-,-,"($1,420,000)","$1,140,000 ",0.63,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Robert Griffin III,QB,"$1,000,000 ","$100,000 ",-,-,-,-,-,"($1,100,000)","$1,100,000 ",0.61,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Brent Urban,DE,"$1,000,000 ","$100,000 ",-,-,-,-,-,"($1,100,000)","$1,100,000 ",0.61,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Chris Wormley,DT,"$626,000 ","$224,660 ",-,-,-,-,-,"($673,983)","$850,660 ",0.47,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Javorius Allen,RB,"$705,000 ","$118,618 ",-,-,-,-,-,"($118,618)","$823,618 ",0.46,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Tim Williams,OLB,"$595,000 ","$214,170 ",-,-,-,-,-,"($642,510)","$809,170 ",0.45,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Tavon Young,CB,"$630,000 ","$151,282 ",-,-,-,-,-,"($302,566)","$781,282 ",0.43,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Chris Moore,WR,"$630,000 ","$149,090 ",-,-,-,-,-,"($298,180)","$779,090 ",0.43,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Alex Lewis,G,"$630,000 ","$122,974 ",-,-,-,-,-,"($245,949)","$752,974 ",0.42,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Nick Boyle,TE,"$705,000 ","$41,565 ",-,-,-,-,-,"($41,565)","$746,565 ",0.41,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Kenneth Dixon,RB,"$630,000 ","$87,391 ",-,-,-,-,-,"($191,696)","$717,391 ",0.4,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Orlando Brown Jr.,T,"$480,000 ","$216,430 ",-,-,-,-,-,"($865,720)","$696,430 ",0.39,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Matt Judon,OLB,"$630,000 ","$63,934 ",-,-,-,-,-,"($127,868)","$693,934 ",0.38,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Mark Andrews,TE,"$480,000 ","$209,165 ",-,-,-,-,-,"($836,660)","$689,165 ",0.38,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Maurice Canady,CB,"$630,000 ","$25,089 ",-,-,-,-,-,"($50,178)","$655,089 ",0.36,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Anthony Averett,CB,"$480,000 ","$165,249 ",-,-,-,-,-,"($660,997)","$645,249 ",0.36,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Kenny Young,ILB,"$480,000 ","$159,976 ",-,-,-,-,-,"($639,904)","$639,976 ",0.35,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Michael Pierce,DT,"$630,000 ","$3,334 ",-,-,-,-,-,"($3,334)","$633,334 ",0.35,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Patrick Onwuasor,ILB,"$630,000 ",-,-,-,-,-,-,-,"$630,000 ",0.35,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Chuck Clark,S,"$555,000 ","$43,701 ",-,-,-,-,-,"($131,106)","$598,701 ",0.33,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Cyrus Jones,CB,"$574,588 ",-,-,-,-,-,-,-,"$574,588 ",0.32,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Patrick Ricard,DT,"$555,000 ","$2,166 ",-,-,-,-,-,"($4,334)","$557,166 ",0.31,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Matt Skura,C,"$555,000 ",-,-,-,-,-,-,-,"$555,000 ",0.31,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Jordan Lasley,WR,"$480,000 ","$67,169 ",-,-,-,-,-,"($268,679)","$547,169 ",0.3,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Bradley Bozeman,C,"$480,000 ","$29,602 ",-,-,-,-,-,"($118,408)","$509,602 ",0.28,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Zach Sieler,DE,"$480,000 ","$20,170 ",-,-,-,-,-,"($80,682)","$500,170 ",0.28,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Chris Board,LB,"$480,000 ","$1,333 ",-,-,-,-,-,"($5,000)","$481,333 ",0.27,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Ty Montgomery,RB,"$379,324 ",-,-,-,-,-,-,-,"$379,323 ",0.21,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Gus Edwards,RB,"$338,824 ",-,-,-,-,-,-,-,"$338,824 ",0.19,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Jermaine Eluemunor,G,"$326,471 ",-,-,-,-,-,-,-,"$326,470 ",0.18,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Willie Henry,DT,"$630,000 ","$95,848 ",-,-,-,-,-,"($191,697)","$725,848 ",0.4,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
(Hernia),,,,,,,,,,,,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Alex Collins,RB,"$630,000 ",-,-,-,-,-,-,-,"$630,000 ",0.35,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
(Foot),,,,,,,,,,,,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Stanley Jean-Baptiste,CB,"$630,000 ",-,-,-,-,-,-,-,"$630,000 ",0.35,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
(Undisclosed),,,,,,,,,,,,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Jaleel Scott,WR,"$363,000 ","$145,095 ",-,-,-,-,-,"($580,381)","$508,095 ",0.28,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
(Hamstring),,,,,,,,,,,,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Deshon Elliott,S,"$363,000 ","$39,448 ",-,-,-,-,-,"($157,795)","$402,448 ",0.22,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
(Undisclosed),,,,,,,,,,,,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Greg Senat,T,"$363,000 ","$29,602 ",-,-,-,-,-,"($118,408)","$392,602 ",0.22,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
(Undisclosed),,,,,,,,,,,,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
De’Lance Turner,RB,"$369,164 ",-,-,-,-,-,-,-,"$369,164 ",0.2,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
(Hamstring),,,,,,,,,,,,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Steven Moore,T,"$363,000 ",-,-,-,-,-,-,-,"$363,000 ",0.2,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
(Undisclosed),,,,,,,,,,,,Baltimore Ravens,"$88,996,142 ","$43,915,544 ","$150,160,923 ",83.2
Jerry Hughes,DE,"$6,350,000 ","$1,400,000 ","$1,000,000 ","$1,500,000 ","$150,000 ",-,-,"($13,300,000)","$10,400,000 ",5.51,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Charles Clay,TE,"$4,500,000 ","$2,000,000 ",-,-,-,"$2,500,000 ",-,"($13,500,000)","$9,000,000 ",4.77,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
LeSean McCoy,RB,"$6,075,000 ","$2,625,000 ",-,-,"$250,000 ",-,-,"($11,575,000)","$8,950,000 ",4.74,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Micah Hyde,SS,"$3,700,000 ","$1,600,000 ","$1,000,000 ",-,"$100,000 ",-,"$400,000 ","($10,700,000)","$6,800,000 ",3.6,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Star Lotulelei,DT,"$3,500,000 ","$2,600,000 ","$500,000 ",-,"$100,000 ",-,-,"($18,600,000)","$6,700,000 ",3.55,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Kyle Williams,DT,"$2,250,000 ","$2,250,000 ","$500,000 ",-,"$500,000 ",-,-,"($5,000,000)","$5,500,000 ",2.91,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Trent Murphy,DE,"$2,625,000 ","$1,750,000 ","$406,250 ",-,"$100,000 ",-,-,"($7,975,000)","$4,881,250 ",2.59,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Jordan Poyer,FS,"$2,500,000 ","$875,000 ","$150,000 ",-,"$100,000 ",-,"$250,000 ","($5,375,000)","$3,875,000 ",2.05,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Josh Allen,QB,"$480,000 ","$3,371,461 ",-,-,-,-,-,"($21,183,038)","$3,851,461 ",2.04,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Lorenzo Alexander,OLB,"$2,450,000 ","$550,000 ","$400,000 ",-,-,-,"$200,000 ","($3,030,000)","$3,600,000 ",1.91,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Steven Hauschka,K,"$1,750,000 ","$1,000,000 ","$250,000 ",-,-,-,-,"($4,000,000)","$3,000,000 ",1.59,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Shaq Lawson,DE,"$1,384,452 ","$1,418,904 ",-,-,-,-,-,"($6,073,942)","$2,803,356 ",1.48,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Ryan Groy,G,"$1,500,000 ",-,"$1,000,000 ",-,-,-,-,"($2,500,000)","$2,500,000 ",1.32,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Chris Ivory,RB,"$1,000,000 ","$750,000 ","$406,250 ",-,"$250,000 ",-,-,"($2,750,000)","$2,406,250 ",1.27,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Tremaine Edmunds,ILB,"$480,000 ","$1,821,735 ",-,-,-,-,-,"($12,659,544)","$2,301,735 ",1.22,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Tre'Davious White,CB,"$923,687 ","$1,369,747 ",-,-,-,-,-,"($6,415,303)","$2,293,434 ",1.21,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Jordan Mills,RT,"$1,500,000 ","$200,000 ","$450,000 ",-,-,-,"$100,000 ","($2,050,000)","$2,250,000 ",1.19,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
John Miller,G,"$1,872,000 ","$170,030 ",-,-,"$35,000 ",-,-,"($205,030)","$2,077,030 ",1.1,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Patrick DiMarco,FB,"$1,500,000 ","$500,000 ",-,-,"$50,000 ",-,-,"($3,050,000)","$2,050,000 ",1.09,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Rafael Bush,FS,"$1,300,000 ","$300,000 ",-,-,"$100,000 ",-,-,"($2,000,000)","$1,700,000 ",0.9,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Zay Jones,WR,"$773,174 ","$767,696 ",-,-,-,-,-,"($3,076,264)","$1,540,870 ",0.82,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Vladimir Ducasse,G,"$1,300,000 ","$83,333 ",-,-,-,-,"$150,000 ","($1,466,668)","$1,533,333 ",0.81,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Julian Stanford,OLB,"$1,200,000 ","$175,000 ",-,-,"$100,000 ",-,-,"($1,650,000)","$1,475,000 ",0.78,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Dion Dawkins,LT,"$655,147 ","$295,589 ",-,-,-,-,-,"($1,541,914)","$950,736 ",0.5,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Jordan Phillips,DT,"$787,603 ",-,-,-,-,-,-,-,"$787,603 ",0.42,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Harrison Phillips,DT,"$480,000 ","$193,760 ",-,-,-,-,-,"($775,040)","$673,760 ",0.36,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Logan Thomas,TE,"$790,000 ",-,-,-,-,-,-,"($790,000)","$630,000 ",0.33,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Lafayette Pitts,CB,"$630,000 ",-,-,-,-,-,-,-,"$630,000 ",0.33,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Matt Barkley,QB,"$418,235 ","$200,000 ",-,-,-,-,-,-,"$618,235 ",0.33,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Reid Ferguson,LS,"$555,000 ",-,-,-,-,-,-,-,"$555,000 ",0.29,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Deon Lacey,OLB,"$555,000 ",-,-,-,-,-,-,-,"$555,000 ",0.29,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Conor McDermott,T,"$555,000 ",-,-,-,-,-,-,-,"$555,000 ",0.29,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Eddie Yarbrough,DE,"$555,000 ",-,-,-,-,-,-,-,"$555,000 ",0.29,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Siran Neal,S,"$480,000 ","$71,504 ",-,-,-,-,-,"($286,016)","$551,504 ",0.29,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Wyatt Teller,G,"$480,000 ","$63,530 ",-,-,-,-,-,"($254,123)","$543,530 ",0.29,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Ray-Ray McCloud,WR,"$480,000 ","$39,956 ",-,-,-,-,-,"($159,824)","$519,956 ",0.28,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Jeremiah Sirles,G,"$650,588 ",-,-,-,-,-,-,-,"$518,824 ",0.27,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Derek Anderson,QB,"$716,471 ","$58,530 ",-,-,-,-,-,-,"$503,236 ",0.27,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Jason Croom,TE,"$480,000 ","$2,000 ",-,-,-,-,-,"($4,000)","$482,000 ",0.26,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Ike Boettger,G,"$451,760 ",-,-,-,-,-,-,-,"$451,760 ",0.24,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Ryan Lewis,CB,"$423,525 ",-,-,-,-,-,-,-,"$423,525 ",0.22,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Deonte Thompson,WR,"$325,294 ",-,-,-,-,-,-,-,"$325,294 ",0.17,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Isaiah McKenzie,WR,"$261,176 ",-,-,-,-,-,-,-,"$261,176 ",0.14,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Robert Foster,WR,"$225,880 ",-,-,-,-,-,-,-,"$225,880 ",0.12,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Levi Wallace,CB,"$225,880 ",-,-,-,-,-,-,-,"$225,880 ",0.12,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Matt Darr,P,"$185,294 ",-,-,-,-,-,-,-,"$185,294 ",0.1,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Corey Thompson,LB,"$169,410 ",-,-,-,-,-,-,-,"$169,410 ",0.09,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Denzel Rice,CB,"$148,236 ",-,-,-,-,-,-,-,"$148,236 ",0.08,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Mike Love,DE,"$112,940 ",-,-,-,-,-,-,-,"$112,940 ",0.06,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Da'Mari Scott,WR,"$112,940 ",-,-,-,-,-,-,-,"$112,940 ",0.06,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Dean Marlowe,SS,"$97,941 ",-,-,-,-,-,-,-,"$97,941 ",0.05,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Keith Ford,RB,"$84,705 ",-,-,-,-,-,-,-,"$84,705 ",0.04,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Victor Bolden,WR,"$65,294 ",-,-,-,-,-,-,-,"$65,294 ",0.03,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Russell Bodine,C,"$1,150,000 ","$500,000 ","$206,244 ",-,"$200,000 ",-,-,"($2,350,000)","$2,056,244 ",1.09,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
(Leg),,,,,,,,,,,,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Taron Johnson,CB,"$459,346 ","$161,517 ",-,-,-,-,-,"($646,068)","$620,863 ",0.33,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
(Shoulder),,,,,,,,,,,,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Marcus Murphy,RB,"$602,120 ",-,-,-,-,-,-,-,"$602,120 ",0.32,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
(Elbow),,,,,,,,,,,,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Taiwan Jones,RB,"$504,531 ","$45,000 ",-,-,"$45,000 ",-,-,"($880,000)","$594,530 ",0.31,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
(Neck),,,,,,,,,,,,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Matt Milano,OLB,"$523,764 ","$65,376 ",-,-,-,-,-,"($196,130)","$589,139 ",0.31,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
(Leg),,,,,,,,,,,,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Corey Bojorquez,P,"$418,048 ",-,-,-,-,-,-,-,"$418,048 ",0.22,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
(Shoulder),,,,,,,,,,,,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Cory Carter,P,"$363,000 ","$1,000 ",-,-,-,-,-,"($2,000)","$364,000 ",0.19,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
(Knee-acl),,,,,,,,,,,,Buffalo Bills,"$63,071,632 ","$28,502,775 ","$104,008,378 ",55.09
Cam Newton,QB,"$14,500,000 ","$4,500,000 ",-,"$2,000,000 ","$500,000 ",-,-,"($30,000,000)","$21,500,000 ",11.84,Carolina Panthers,"$80,808,529 ","$36,884,492 ","$138,090,418 ",76.04
Kawann Short,DT,"$12,500,000 ","$4,000,000 ",-,-,"$500,000 ",-,-,"($29,000,000)","$17,000,000 ",9.36,Carolina Panthers,"$80,808,529 ","$36,884,492 ","$138,090,418 ",76.04
Ryan Kalil,C,"$4,500,000 ","$1,000,000 ","$5,000,000 ",-,"$250,000 ","$1,779,000 ",-,"($9,029,000)","$12,529,000 ",6.9,Carolina Panthers,"$80,808,529 ","$36,884,492 ","$138,090,418 ",76.04
Mario Addison,DE,"$5,250,000 ","$2,666,666 ","$500,000 ",-,"$250,000 ","$500,000 ",-,"($11,833,334)","$9,166,666 ",5.05,Carolina Panthers,"$80,808,529 ","$36,884,492 ","$138,090,418 ",76.04
Luke Kuechly,ILB,"$790,000 ","$3,800,000 ",-,"$1,200,000 ","$500,000 ","$1,702,514 ",-,"($19,300,060)","$7,992,514 ",4.4,Carolina Panthers,"$80,808,529 ","$36,884,492 ","$138,090,418 ",76.04
Trai Turner,G,"$4,703,000 ","$3,000,000 ",-,-,-,-,-,"($16,703,000)","$7,703,000 ",4.24,Carolina Panthers,"$80,808,529 ","$36,884,492 ","$138,090,418 ",76.04
